categoria,categoriaF,categoriaS,ciudad,ciudadF,comunidad,comunidadF,contenido,creador,cuestionario,discapacidad,educacion,educacionF,educacionReq,educacionReqF,educacionS,empresaSocial,fechaCreacion,fechaCreacionBoost,fechaCreacionPortal,fechaRevision,horario,id,jornada,jornadaF,localizacion,minExperiencia,noMeInteresa,origen,pais,paisF,paisS,provincia,provinciaF,provinciaLimitrofe,provinciaS,salarioMax,salarioMin,score,speState,speStateId,subcategoria,subcategoriaF,subcategoriaS,tipoContratoN,titulo,trabajosOfertados,url,verSalarioMax,verSalarioMin
10,DEPENDIENTES/INFORMACIÓN,DEPENDIENTES/INFORMACIÓN,09059,Burgos,8,CASTILLA Y LEÓN,"Se busca persona para tienda en Burgos. Jornada 24 Hras./semana. Se valorará experiencia como dependiente, conocimientos de escaparatismo,  informática a nivel usuario e inglés.
Se tendrá en cuenta conocimientos en manejo de Redes Sociales.",RESISTOLHATS S.L.,NA,False,4,Bachillerato,04001,"Bachiller, COU, acceso (Sin especialidad)",Bachillerato,False,2018-08-01T14:26:52Z,2018-08-01T00:00:00Z,2018-10-30T00:00:00Z,2018-11-30T00:00:00Z,NA,1733327117,2,PARCIAL,"42.343993,-3.696906",3,['1733585537'],WEB,724,ESPAÑA,ESPAÑA,9,BURGOS,['BURGOS'],BURGOS,850,800,1.1742488,Activa,1,10002,DEPENDIENTES,DEPENDIENTES,2,2 DEPENDIENTES TIENDA EN BURGOS,2,-,NA,NA
23,VIGILANCIA/SERVICIOS,VIGILANCIA/SERVICIOS,35016,Las Palmas de Gran Canaria,5,ISLAS CANARIAS,"Vigilante para Mercalaspalmas, con experiencia de 2 años en el puesto. Se valora conocimientos en Electricidad y/o fontanería. Dominio de ofimática. Funciones a realizar: Vigilancia y control de las instalaciones, detectar incidencias en el mantenimiento de las mismas (por eso los conocimientos en electricidad y fontanería). Salario: S/C",NA,NA,False,5,"FP I, Ciclo de Grado Medio",05025,"Otras Titulaciones (FP 1, ciclos grado medio)","FP I, Ciclo de Grado Medio",False,2018-10-30T11:00:39Z,2018-10-30T00:00:00Z,2018-10-30T00:00:00Z,2018-10-31T11:00:39Z,NA,1669098227,NA,NA,"28.1235459,-15.4362574",2,NA,CANARIAS,724,ESPAÑA,ESPAÑA,35,PALMAS (LAS),['PALMAS (LAS)'],PALMAS (LAS),NA,NA,1.1742488,Activa,1,23001,VIGILANCIA/GUARDAS JURADOS,VIGILANCIA/GUARDAS JURADOS,NA,"VIGILANTES, EN GENERAL",1,http://www3.gobiernodecanarias.org/empleo/portal/web/sce/servicios/ofertas/ofertas_empleo/05.2018.010029,NA,NA
13,EDUCACIÓN/SERVICIOS SOCIALES,EDUCACIÓN/SERVICIOS SOCIALES,38038,Santa Cruz de Tenerife,5,ISLAS CANARIAS,"Se necesita cubrir UNA plaza de BUCEADOR INSTRUCTOR en SANTA CRUZ DE TENERIFE, para impartir parte de los MÓDULOS DEL CICLO MEDIO de ""TÉCNICO EN OPERACIONES SUBACUÁTICAS E HIPERBÁRICAS"". Contrato a JORNADA COMPLETA como especialista del grupo III. Se requiere titulación de BUCEADOR INSTRUCTOR.",NA,NA,False,5,"FP I, Ciclo de Grado Medio",05025,"Otras Titulaciones (FP 1, ciclos grado medio)","FP I, Ciclo de Grado Medio",False,2018-10-30T11:00:39Z,2018-10-30T00:00:00Z,2018-10-30T00:00:00Z,2018-10-31T11:00:39Z,NA,1669098228,NA,NA,"28.4636296,-16.2518467",NA,NA,CANARIAS,724,ESPAÑA,ESPAÑA,38,SANTA CRUZ DE TENERIFE,['SANTA CRUZ DE TENERIFE'],SANTA CRUZ DE TENERIFE,NA,NA,1.1742488,Activa,1,13008,FORMACIÓN PROFESIONAL,FORMACIÓN PROFESIONAL,3,FORMADORES DE FORMACIÓN PARA EL EMPLEO,1,http://www3.gobiernodecanarias.org/empleo/portal/web/sce/servicios/ofertas/ofertas_empleo/05.2018.010030,NA,NA
06,COMERCIAL/VENTAS,COMERCIAL/VENTAS,46250,Valencia,10,COMUNIDAD VALENCIANA,"- Se busca perfil comercial y motivado, que disfrute con el trato con el cliente. - Formación a cargo de la empresa - Funciones: captación de propiedades, visitas con clientes, asesoramiento, etc - Salario fijo más variable en régimen laboral de seguridad social - Estabilidad laboral y desarrollo profesional. - Valorable conocimientos de inglés y de nuevas tecnologías",VALENCIA-VILA BARBERA,NA,False,NA,NA,NA,NA,NA,False,2018-10-30T11:00:24Z,2018-10-30T00:00:00Z,2018-10-30T00:00:00Z,2018-10-31T11:00:24Z,NA,1669098208,1,COMPLETA,"39.4699075,-0.3762881",2,NA,SERVEF,724,ESPAÑA,ESPAÑA,46,VALENCIA,['VALENCIA'],VALENCIA,NA,NA,1.1742488,Activa,1,06001,AGENTES COMERCIALES/REPRESENTANTES,AGENTES COMERCIALES/REPRESENTANTES,2,AGENTE INMOBILIARIO,1,https://www.ocupacio.gva.es:7018/servef_internet/intermed/fclient/consultaofertastactil/detallarOfertaRSS.do?num_1=509002&num_2=0&tipo=EMP&idioma=cas,NA,NA
18,INGENIERÍA/CALIDAD/CIENCIAS,INGENIERÍA/CALIDAD/CIENCIAS,12084,Onda,10,COMUNIDAD VALENCIANA,Se precisa Químico/a o técnico en química con informática de usuario. Horario de lunes a viernes de 14 a 22 h.,ONDA,NA,False,10,Doctor Universitario,10068,Doctor en química,Doctor Universitario,False,2018-10-30T11:00:24Z,2018-10-30T00:00:00Z,2018-10-30T00:00:00Z,2018-10-31T11:00:24Z,NA,1669098207,1,COMPLETA,"39.96512999999999,-0.2625949",NA,NA,SERVEF,724,ESPAÑA,ESPAÑA,12,CASTELLÓN,['CASTELLÓN'],CASTELLÓN,NA,NA,1.1742488,Activa,1,18004,MEDIO AMBIENTE/QUÍMICA/BIOLOGÍA/LABORATO,MEDIO AMBIENTE/QUÍMICA/BIOLOGÍA/LABORATO,3,TÉCNICO EN QUÍMICA INDUSTRIAL,1,https://www.ocupacio.gva.es:7018/servef_internet/intermed/fclient/consultaofertastactil/detallarOfertaRSS.do?num_1=501476&num_2=0&tipo=EMP&idioma=cas,NA,NA
13,EDUCACIÓN/SERVICIOS SOCIALES,EDUCACIÓN/SERVICIOS SOCIALES,NA,NA,1,ANDALUCÍA,IMPARTICION DE ASIGNATURAS DE CICLO DE FORMACION DE GRADO MEDIO DE CUIDADOS  AUXILIARES DE ENFERMERIA,"VICTORIO Y ORTEGA, S.L.",NA,False,8,Licenciado o Ingeniero Superior,08005,Biología,Licenciado o Ingeniero Superior,False,2018-10-30T10:02:23Z,2018-10-30T00:00:00Z,2018-10-30T00:00:00Z,2019-01-30T00:00:00Z,NA,1734676905,1,COMPLETA,"37.389092,-5.984459",2,NA,WEB,724,ESPAÑA,ESPAÑA,41,SEVILLA,['SEVILLA'],SEVILLA,1800,1800,1.1742488,Activa,1,13008,FORMACIÓN PROFESIONAL,FORMACIÓN PROFESIONAL,3,PROFESOR PARA IMPARTIR ASIGNATURAS DE CICLO DE FORMACION DE GRADO MEDIO RAMA SANITARIA,1,-,NA,NA
23,VIGILANCIA/SERVICIOS,VIGILANCIA/SERVICIOS,41091,Sevilla,1,ANDALUCÍA,"SE REQUIERE NIVEL FORMATIVO MÍNIMO DE EDUCACIÓN PRIMARIA O CERTIFICADO DE ESCOLARIDAD EN SU DEFECTO, EXPERIENCIA MÍNIMA DE 3 MESES EN LA OCUPACIÓN DE ORDENANZA , O HABER SUPERADO CURSO DE FORMACIÓN PROFESIONAL DIRECTAMENTE RELACIONADO CON DICHA OCUPACIÓN IMPARTIDO POR CENTRO OFICIAL RECONOCIDO CON UNA DURACIÓN EFECTIVA DE, AL MENOS, 50 HORAS.",Oficina del Servicio Andaluz de Empleo,NA,False,NA,NA,NA,NA,NA,False,2018-10-30T11:15:02Z,2018-10-30T00:00:00Z,2018-10-30T00:00:00Z,2018-10-31T11:15:02Z,NA,1669144653,1,COMPLETA,"37.3890924,-5.9844589",NA,NA,SAE,724,ESPAÑA,ESPAÑA,41,SEVILLA,['SEVILLA'],SEVILLA,NA,1300,1.1742488,Activa,1,23002,ORDENANZAS/CONSERJES,ORDENANZAS/CONSERJES,3,ORDENANZAS,1,https://ws054.juntadeandalucia.es/eureka2/eureka-demandantes/detalleOferta.do?ofertaId=660539&tipoOferta=01&origen=&listado=true,NA,NA
04,APRENDICES/PRIMER EMPLEO,APRENDICES/PRIMER EMPLEO,11902,San José del Valle,1,ANDALUCÍA,Tipo de Oferta:EMPLEO,Oficina del Servicio Andaluz de Empleo,NA,False,NA,NA,NA,NA,NA,False,2018-10-30T11:15:01Z,2018-10-30T00:00:00Z,2018-10-30T00:00:00Z,2018-10-31T11:15:01Z,NA,1669144654,1,COMPLETA,"36.6060308,-5.801025399999999",NA,NA,SAE,724,ESPAÑA,ESPAÑA,11,CÁDIZ,['CÁDIZ'],CÁDIZ,NA,1225,1.1742488,Activa,1,04002,PRIMER EMPLEO,PRIMER EMPLEO,3,SEPULTUREROS-ENTERRADORES,1,https://ws054.juntadeandalucia.es/eureka2/eureka-demandantes/detalleOferta.do?ofertaId=660564&tipoOferta=01&origen=&listado=true,NA,NA
09,CONSTRUCCIÓN,CONSTRUCCIÓN,21041,Huelva,1,ANDALUCÍA,PEON ESPECIALISTA PARA LA CONSTRUCCIÓN. CON 5 AÑOS DE EXPERIENCIA COMO MINIMO. CURSO DE 20 H. EN PREVENCION DE RIESGOS LABORALES Y CON CARNET DE VEHICULO. COCHE PROPIO.,"ORBANAMAS, S.L.",NA,False,NA,NA,NA,NA,NA,False,2018-10-30T11:15:02Z,2018-10-30T00:00:00Z,2018-10-30T00:00:00Z,2018-10-31T11:15:02Z,NA,1669144651,1,COMPLETA,"37.261421,-6.9447224",NA,NA,SAE,724,ESPAÑA,ESPAÑA,21,HUELVA,['HUELVA'],HUELVA,NA,NA,1.1742488,Activa,1,09009,PEONES,PEONES,3,PEON ESPECIALISTA,1,https://ws054.juntadeandalucia.es/eureka2/eureka-demandantes/detalleOferta.do?ofertaId=66494&tipoOferta=EA&origen=&listado=true,NA,NA
01,ADMINISTRACIÓN,ADMINISTRACIÓN,18087,Granada,1,ANDALUCÍA,Tipo de Oferta: EMPLEADO ADMINISTRATIVO PARA EMPRESA DE GRANADA PARA DISCAPACITADOS CON CERTIFICADO IGUAL O SUPERIOR AL 33%. CONTRATO LABORAL INDEFINIDO TIEMPO PARCIAL(5 HORAS DIARIAS-) CON CONOCIMIENTOS ALTOS EN INGLES Y CONOCIMIENTOS EN OFIMATICA,Oficina del Servicio Andaluz de Empleo,NA,False,NA,NA,NA,NA,NA,False,2018-10-30T11:15:02Z,2018-10-30T00:00:00Z,2018-10-30T00:00:00Z,2018-10-31T11:15:02Z,NA,1669144652,2,PARCIAL,"37.1773363,-3.5985571",NA,NA,SAE,724,ESPAÑA,ESPAÑA,18,GRANADA,['GRANADA'],GRANADA,NA,950,1.1742488,Activa,1,01001,ADMINISTRATIVOS,ADMINISTRATIVOS,2,"EMPLEADOS ADMINISTRATIVOS, EN GENERAL",1,https://ws054.juntadeandalucia.es/eureka2/eureka-demandantes/detalleOferta.do?ofertaId=659169&tipoOferta=01&origen=&listado=true,NA,NA
08,CONDUCTORES/TRANSPORTE,CONDUCTORES/TRANSPORTE,23092,Úbeda,1,ANDALUCÍA,Se necesita mecanico con experiencia para taller ubicado en Ubeda. Contrato a jornada completa y sueldo segun valía.,RAUL ARAGONÉS BENITO,NA,False,NA,NA,NA,NA,NA,False,2018-10-30T11:15:01Z,2018-10-30T00:00:00Z,2018-10-30T00:00:00Z,2018-10-31T11:15:01Z,NA,1669144649,1,COMPLETA,"38.0114236,-3.3712457",NA,NA,SAE,724,ESPAÑA,ESPAÑA,23,JAÉN,['JAÉN'],JAÉN,NA,NA,1.1742488,Activa,1,08005,MECÁNICA DEL AUTOMÓVIL,MECÁNICA DEL AUTOMÓVIL,2,MECANICO,1,https://ws054.juntadeandalucia.es/eureka2/eureka-demandantes/detalleOferta.do?ofertaId=66492&tipoOferta=EA&origen=&listado=true,NA,NA
17,INFORMÁTICA/TELECOMUNICACIONES,INFORMÁTICA/TELECOMUNICACIONES,29067,Málaga,1,ANDALUCÍA,OKformación selecciona docente para impartir CLASES DE REFUERZO A DOMICILIO * Zona: Málaga capital * Nivel: 2º ESO * Horario: lunes y miércoles de 18:30 a 20h. Sólo se aceptarán candidatos-as con titulación universitaria y experiencia docente. Para estar al corriente de los puestos vacantes que necesitan ser cubiertos puede recibir en su buzón de correo electrónico las ofertas disponibles suscribiéndose a la lista de correos en nuestra página web.,OKformación,NA,False,NA,NA,NA,NA,NA,False,2018-10-30T11:15:02Z,2018-10-30T00:00:00Z,2018-10-30T00:00:00Z,2018-10-31T11:15:02Z,NA,1669144650,NA,NA,"36.721261,-4.4212655",NA,NA,SAE,724,ESPAÑA,ESPAÑA,29,MÁLAGA,['MÁLAGA'],MÁLAGA,NA,NA,1.1742488,Activa,1,NA,NA,NA,3,Profesor-a de Refuerzo en Málaga,1,https://ws054.juntadeandalucia.es/eureka2/eureka-demandantes/detalleOferta.do?ofertaId=66493&tipoOferta=EA&origen=&listado=true,NA,NA
08,CONDUCTORES/TRANSPORTE,CONDUCTORES/TRANSPORTE,08015,Badalona,9,CATALUÑA,"Busquem una persona amb formació d´integració social o similar, per una residència de persones adultes amb discapacitat intelectual i trastorn de conducta. És per torn de matí (7-14:30h) o  tarda intensiu (de 14:30h a 22h), on es treballen dos caps de setmana al mes. Experiència en malaltia mental o en discapacitat. Persona proactiva, empàtica i amb bona gestió del estrés. Valorable coneixements en contenció verbal i emocional.",NA,NA,False,6,"FP II, Ciclo de Grado Superior",06024,"Otras Titulaciones (FP 2, ciclos grado superior)","FP II, Ciclo de Grado Superior",False,2018-10-30T11:19:42Z,2018-10-30T00:00:00Z,2018-10-30T00:00:00Z,2018-10-31T11:19:42Z,NA,1669156124,NA,NA,"41.4469883,2.2450325",NA,NA,HACESFALTA,724,ESPAÑA,ESPAÑA,8,BARCELONA,['BARCELONA'],BARCELONA,NA,12000,1.1742488,Activa,1,08002,TRANSPORTE DE PERSONAS O MERCANCIAS,TRANSPORTE DE PERSONAS O MERCANCIAS,6,Cuidador/a persones adultes amb discapacitat intel.lectual i trastorn de conducta (fins finals d´any,2,http://www.hacesfalta.org/oportunidades/remuneradas/detalle/cuidador-a-persones-adultes-amb-discapacitat-intel-lectual-i-trastorn-de-conducta-fins-finals-d-any/153962,NA,NA
19,CUIDADOS/ASISTENCIA EN EL HOGAR,CUIDADOS/ASISTENCIA EN EL HOGAR,28079,Madrid,13,MADRID,Buscamos personal de limpieza para nuestra oficina que pose Certificado de Discapacidad del 33%. La incorporación sería inmediata. Disponibilidad para trabajar un dia al mes 4h.,NA,NA,False,10,Doctor Universitario,10094,Otros doctorados,Doctor Universitario,False,2018-10-30T00:07:56Z,2018-10-30T00:00:00Z,2018-10-30T00:00:00Z,2018-10-31T01:05:05Z,NA,1668746661,NA,NA,"40.4167754,-3.7037902",NA,NA,HACESFALTA,724,ESPAÑA,ESPAÑA,28,MADRID,['MADRID'],MADRID,NA,12000,1.1742488,Activa,1,19004,LIMPIEZA,LIMPIEZA,NA,Personal de limpieza para oficina con certificado de discapacidad,1,http://www.hacesfalta.org/oportunidades/remuneradas/detalle/personal-de-limpieza-para-oficina-con-certificado-de-discapacidad/153928,NA,NA
19,CUIDADOS/ASISTENCIA EN EL HOGAR,CUIDADOS/ASISTENCIA EN EL HOGAR,NA,NA,10,COMUNIDAD VALENCIANA,"Trabaja con nosotros media jornada con un sueldo fijo de entre 800€ y 2000€ brutos al mes más incentivos y contratación directa por EACNUR, como promotor/captador de socios, dentro del programa Face to Face. Si quieres empezar a trabajar en una ONG, en EACNUR buscamos gente extrovertida, dinámica y con afán de superación, comprometida con los valores de ACNUR e interesada en la ayuda humanitaria y la labor social, para trabajar como promotor/captador, ayudándonos en la tarea de sensibilización y captación de fondos que llevamos a cabo en calles transitadas, centros comerciales, estaciones… etc. La tarea del promotor/captador de socios consiste en informar a la gente sobre el trabajo en terreno de ACNUR y animarles a colaborar con nosotros, ya que esto es imprescindible para poder financiar nuestros proyectos. No es necesario tener experiencia previa como promotor/captador de socios para ONG. Ofrecemos: Sueldo base de entre 800€ y",NA,NA,False,4,Bachillerato,NA,NA,Bachillerato,False,2018-10-30T00:07:56Z,2018-10-30T00:00:00Z,2018-10-30T00:00:00Z,2018-10-31T01:05:05Z,NA,1668746660,NA,NA,"38.3459963,-0.4906855",NA,NA,HACESFALTA,724,ESPAÑA,ESPAÑA,3,ALICANTE,['ALICANTE'],ALICANTE,NA,12000,1.1742488,Activa,1,19002,AYUDA DOMICILIARIA,AYUDA DOMICILIARIA,2,"800 € fijo + comisión 4,5h día, como promotor ong orihuela",15,http://www.hacesfalta.org/oportunidades/remuneradas/detalle/800-fijo-comision-4-5h-dia-como-promotor-ong-orihuela/153923,NA,NA
04,APRENDICES/PRIMER EMPLEO,APRENDICES/PRIMER EMPLEO,28079,Madrid,13,MADRID,"Desempeñar la gestión de la bolsa de empleo del Servicio de Orientación Laboral que comprende la prospección de empresas en función de los objetivos laborales y demandas de los y las usuarias, contacto con empresas, intermediación laboral, proceso de preselección de personas candidatas para el envío a la empresa, seguimiento de la contratación (si la hubiera) y del grado de satisfacción de la empresa con el servicio. Actualizar y mantener ofertas de otros servicios de empleo. Desarrollar talleres y atenciones grupales encaminadas a la mejora de competencias de las personas adscritas al servicio. Realizar informes periódicos sobre el mercado de trabajo. Recogida y sistematización de la información. Representación institucional y participación en diferentes redes.",NA,NA,False,7,Diplomado o Ingeniero Técnico,NA,NA,Diplomado o Ingeniero Técnico,False,2018-10-30T00:07:59Z,2018-10-30T00:00:00Z,2018-10-30T00:00:00Z,2018-10-31T01:05:05Z,NA,1668746667,NA,NA,"40.4167754,-3.7037902",NA,NA,HACESFALTA,724,ESPAÑA,ESPAÑA,28,MADRID,['MADRID'],MADRID,NA,18001,1.1742488,Activa,1,04002,PRIMER EMPLEO,PRIMER EMPLEO,3,Técnico/a de bolsa de empleo,1,http://www.hacesfalta.org/oportunidades/remuneradas/detalle/tecnico-a-de-bolsa-de-empleo/153914,NA,NA
17,INFORMÁTICA/TELECOMUNICACIONES,INFORMÁTICA/TELECOMUNICACIONES,08019,Barcelona,9,CATALUÑA,Buscamos prospector de empresas / tècnico de inserción laboral de personas con discapacidad (mayoritariamente personas con transtornos de salud mental). Las funciones a realizar son: Visitas a empresas para buscar oportunidades de contratación en el ámbito de Barcelona y provincia. Asesoramiento a las empresas e intermediación laboral Selección de personal con discapacidad i/o transtornos de salud mental Elaboración  de análisis de los puestos de trabajo y valoración de las adaptaciones necesarias para la inserción de los trabajadores Seguimiento de la inserción.    ,NA,NA,False,4,Bachillerato,NA,NA,Bachillerato,False,2018-10-30T00:07:59Z,2018-10-30T00:00:00Z,2018-10-30T00:00:00Z,2018-10-31T01:05:05Z,NA,1668746666,NA,NA,"41.3850639,2.1734035",NA,NA,HACESFALTA,724,ESPAÑA,ESPAÑA,8,BARCELONA,['BARCELONA'],BARCELONA,NA,18001,1.1742488,Activa,1,NA,NA,NA,NA,Prospector/a de empresas/ técnico/a inserción laboral,1,http://www.hacesfalta.org/oportunidades/remuneradas/detalle/prospector-a-de-empresas-tecnico-a-insercion-laboral/153912,NA,NA
17,INFORMÁTICA/TELECOMUNICACIONES,INFORMÁTICA/TELECOMUNICACIONES,NA,NA,9,CATALUÑA,"Amnistia Internacional es finança gràcies a les aportacions de persones individuals que amb el seu suport i compromís amb els drets humans aconsegueixen que pugui mantenir la seva independència absoluta per treballar en campanyes d'investigació de violacions i abusos de drets humans, pressió i incidència política per al canvi de lleis, publicació d'informes, educació en drets humans, etc. Per aconseguir arribar a un públic més ampli i que més persones se sumin a la defensa dels drets humans arreu del món, Amnistia Internacional desitja contractar una persona per al grup de captadors/es de socis i sòcies per formar part de l'equip. Sota la supervisió de la persona responsable d'equip, la persona seleccionada es dedicarà a la captació socis i sòcies al carrer per aconseguir col·laboracions estables en el finançament d'Amnistia Internacional. C",NA,NA,False,7,Diplomado o Ingeniero Técnico,07004,Educación Social,Diplomado o Ingeniero Técnico,False,2018-10-30T00:07:59Z,2018-10-30T00:00:00Z,2018-10-30T00:00:00Z,2018-10-31T01:05:05Z,NA,1668746669,NA,NA,"41.3850639,2.1734035",NA,NA,HACESFALTA,724,ESPAÑA,ESPAÑA,8,BARCELONA,['BARCELONA'],BARCELONA,NA,12000,1.1742488,Activa,1,17001,ANALISTAS/PROGRAMADORES,ANALISTAS/PROGRAMADORES,NA,Captador/a de socis i sòcies al carrer per al diàleg directe barcelona - matí,2,http://www.hacesfalta.org/oportunidades/remuneradas/detalle/captador-a-de-socis-i-s-cies-al-carrer-per-al-di-leg-directe-barcelona-mati/153918,NA,NA
19,CUIDADOS/ASISTENCIA EN EL HOGAR,CUIDADOS/ASISTENCIA EN EL HOGAR,NA,NA,10,COMUNIDAD VALENCIANA,"Trabaja con nosotros media jornada con un sueldo fijo de entre 800€ y 2000€ brutos al mes más incentivos y contratación directa por EACNUR, como promotor/captador de socios, dentro del programa Face to Face. Si quieres empezar a trabajar en una ONG, en EACNUR buscamos gente extrovertida, dinámica y con afán de superación, comprometida con los valores de ACNUR e interesada en la ayuda humanitaria y la labor social, para trabajar como promotor/captador, ayudándonos en la tarea de sensibilización y captación de fondos que llevamos a cabo en calles transitadas, centros comerciales, estaciones… etc. La tarea del promotor/captador de socios consiste en informar a la gente sobre el trabajo en terreno de ACNUR y animarles a colaborar con nosotros, ya que esto es imprescindible para poder financiar nuestros proyectos. No es necesario tener experiencia previa como promotor/captador de socios para ONG. Ofrecemos: Sueldo base de entre 800€ y",NA,NA,False,4,Bachillerato,NA,NA,Bachillerato,False,2018-10-30T00:07:58Z,2018-10-30T00:00:00Z,2018-10-30T00:00:00Z,2018-10-31T01:05:05Z,NA,1668746663,NA,NA,"38.3459963,-0.4906855",NA,NA,HACESFALTA,724,ESPAÑA,ESPAÑA,3,ALICANTE,['ALICANTE'],ALICANTE,NA,12000,1.1742488,Activa,1,19002,AYUDA DOMICILIARIA,AYUDA DOMICILIARIA,2,"800 € fijo + comisión 4,5h día, como promotor ong alcoy",15,http://www.hacesfalta.org/oportunidades/remuneradas/detalle/800-fijo-comision-4-5h-dia-como-promotor-ong-alcoy/153917,NA,NA
19,CUIDADOS/ASISTENCIA EN EL HOGAR,CUIDADOS/ASISTENCIA EN EL HOGAR,NA,NA,10,COMUNIDAD VALENCIANA,"Trabaja con nosotros media jornada con un sueldo fijo de 800€ y 2000€ brutos al mes más incentivos y contratación directa por EACNUR, como promotor/captador de socios, dentro del programa Face to Face. Si quieres empezar a trabajar en una ONG, en EACNUR buscamos gente extrovertida, dinámica y con afán de superación, comprometida con los valores de ACNUR e interesada en la ayuda humanitaria y la labor social, para trabajar como promotor/captador, ayudándonos en la tarea de sensibilización y captación de fondos que llevamos a cabo en calles transitadas, centros comerciales, estaciones… etc. La tarea del promotor/captador de socios consiste en informar a la gente sobre el trabajo en terreno de ACNUR y animarles a colaborar con nosotros, ya que esto es imprescindible para poder financiar nuestros proyectos. No es necesario tener experiencia previa como promotor/captador de socios para ONG. Ofrecemos: Sueldo base de entre 800€ y 2000€",NA,NA,False,4,Bachillerato,NA,NA,Bachillerato,False,2018-10-30T00:07:58Z,2018-10-30T00:00:00Z,2018-10-30T00:00:00Z,2018-10-31T01:05:05Z,NA,1668746662,NA,NA,"38.3459963,-0.4906855",NA,NA,HACESFALTA,724,ESPAÑA,ESPAÑA,3,ALICANTE,['ALICANTE'],ALICANTE,NA,12000,1.1742488,Activa,1,19002,AYUDA DOMICILIARIA,AYUDA DOMICILIARIA,2,"Promotor para ong en alicante, 800€ brutos fijos/mes + incen. 4´5h diarias.",15,http://www.hacesfalta.org/oportunidades/remuneradas/detalle/promotor-para-ong-en-alicante-800-brutos-fijos-mes-incen-4-5h-diarias-/153916,NA,NA
